Number	Gender	GivenName	Surname	Birthday	Age	BloodType	Kilograms	Centimeters
439	female	Élise	Josseaume	8/27/2003	14	A-	42	173
440	male	Mason	Collins	10/26/2009	8	A+	24.4	129
441	male	Turner	Labelle	4/10/2013	4	B+	20.5	111
442	female	Naina	Biryukova	9/16/2008	9	A+	29.1	135
443	male	Adam	Daniels	6/13/2015	2	B-	15.9	85
444	male	Panteleimon	Vasilyev	10/18/2009	8	A+	27.3	135
445	female	Sophia	Williams	9/25/2010	7	O+	22.9	131
446	female	Cora	Tokareva	5/12/2009	8	A+	30.4	139
447	male	Tristan	Berthelette	1/25/2007	10	O+	31.3	142
448	female	Theresa	Kump	7/22/2005	12	B+	58.3	138
449	female	Renée	Belisle	1/29/2008	9	O+	27.4	137
450	female	Josette	Daoust	12/28/2001	16	O+	56.2	170
451	male	Sebastian	Doherty	12/19/2013	4	O+	19.2	105
452	female	Sarah	Butterfield	10/13/2017	0	A+	2.5	49
453	male	Adam	Miles	9/3/2014	3	O+	11.2	89
454	male	Marat	Pokrovskii	7/14/2008	9	B+	40.5	124
455	female	Nina	Samsonova	7/8/2015	2	O+	13.9	88
456	female	Megan	Bishop	3/21/2013	4	O+	15	106
457	male	Julius	Blokhin	3/9/2015	2	B+	12.4	89
458	male	Ramiro	Belov	5/27/2016	1	A+	8.4	78
459	male	Sam	Pritchard	2/18/2013	4	A+	15.1	106
460	female	Marie	Roberts	12/4/2003	14	A+	70.2	171
461	male	Martin	Jetté	2/5/2004	13	A-	58.3	166
462	male	Louis	Tucker	4/19/2014	3	B+	16.1	101
463	male	Thomas	Matthews	12/17/2017	0	A+	2.7	49
464	female	Kate	Bull	5/24/2014	3	O+	13.6	102
465	female	France	Ouellet	7/23/2008	9	O+	27.7	131
466	female	Imogen	Barnett	11/6/2010	7	B+	23.5	120
467	female	Natasha	Skinner	2/12/2016	1	O+	11.5	77
468	female	Rachel	Fyodorova	7/14/2010	7	O+	28	133
469	male	Elliot	Page	11/5/2013	4	A+	16.2	98
470	male	Roland	Yermolayev	5/23/2008	9	AB+	28.1	129
471	male	John	Koger	2/6/2005	12	O+	48	152
472	female	Ruby	Marsden	12/16/2010	7	A+	28.7	131
473	male	Sam	Houghton	10/7/2003	14	B+	62.4	164
474	male	Zahar	Bogdanov	4/21/2008	9	B+	39.3	126
475	female	Zoila	Sanders	11/15/2012	5	B+	17.7	109
476	male	Sam	Kennedy	10/5/2001	16	B+	80.8	164
477	male	William	Newman	4/17/2001	16	O+	58.8	176
478	female	Nona	Baranova	7/26/2015	2	O+	15.3	83
479	male	Simon	Sokolov	6/13/2007	10	B+	26.3	146
480	female	Patricia	Kotova	1/23/2015	2	A+	10.8	82
481	female	Greta	Tretiakova	5/10/2013	4	O+	21.6	97
482	male	Nick	Zotov	11/23/2009	8	B+	21.8	125
483	female	Charlotte	Davis	12/4/2012	5	A-	19.9	100
484	male	Christien	Lebrun	8/27/2008	9	AB+	24.5	143
485	female	Tia	Sanders	2/20/2017	0	O+	3.7	54
486	female	Lee	Walden	4/1/2007	10	B+	33.1	139
487	male	Cornelius	Ponomaryov	7/17/2005	12	AB+	48.5	160
488	male	Spiridon	Krylov	8/5/2011	6	A+	28.8	120
489	male	Eldar	Istomin	1/9/2016	2	A+	12	87
490	male	Cloridan	Bouchard	5/28/2001	16	O+	51.1	183
491	female	Eloise	Leach	5/16/2007	10	A+	48.5	142
492	female	Leone	Lamarre	2/13/2016	1	B-	7	76
493	female	Julienne	Courtemanche	11/16/2007	10	O+	43.2	144
494	female	Zoe	Clarke	4/16/2006	11	O+	50.8	140
495	female	Heidi	Harris	3/27/2005	12	O+	55.2	140
496	male	Luke	Sokolov	6/27/2012	5	A+	23.5	107
497	male	Bradley	Ray	8/7/2002	15	B+	48.5	179
498	female	Julie	Davignon	2/12/2014	3	O+	11.2	88
499	female	Abby	Harvey	4/17/2006	11	O+	34.3	153
500	male	Howard	Jenkins	2/1/2007	10	A+	38.1	140
501	female	Josette	Robitaille	9/16/2008	9	B+	25.1	123
502	male	Guy	Avare	4/3/2017	0	O+	4	51
503	male	John	Kay	7/21/2000	17	A+	58.6	188
504	male	Henri	Alexandre	9/14/2015	2	B+	14.8	88
505	female	Katherine	McAdams	4/1/2017	0	B+	2.9	51
506	male	Ivan	Lavrentiev	4/28/2002	15	O-	79.8	181
507	male	Kondrat	Isayev	3/27/2012	5	O+	22.1	106
508	female	Isabella	Brady	7/10/2012	5	B+	22.3	102
509	male	Scott	Davies	7/6/2007	10	O+	44.1	140
510	female	Dinar	Baranova	3/14/2005	12	O+	65.7	154
511	male	Mitrofan	Golubev	1/7/2011	7	B+	20.9	121
512	female	Roux	Mailly	8/2/2014	3	B+	17.8	99
513	male	Sebastian	Steele	9/2/2002	15	O+	82.7	165
514	male	Gustave	Mazuret	10/31/2008	9	A+	34.1	142
515	female	Faina	Prokhorova	3/4/2003	14	A-	68.6	163
516	male	Robert	Pearson	7/25/2013	4	O+	19.5	101
517	male	Simon	Kryukov	7/16/2008	9	A+	23	141
518	female	Cecile	Stratton	5/28/2009	8	A+	39	132
519	male	Elliot	Oliver	12/16/2016	1	O+	11.5	75
520	male	Lewis	Little	8/3/2012	5	B-	20.8	108
521	male	Ian	Foley	9/6/2001	16	A+	53.6	180
522	male	Riley	Bishop	9/2/2013	4	A+	16.8	100
523	female	Marlene	Tyson	5/14/2005	12	AB+	31.2	158
524	male	Lawrence	Sell	5/6/2009	8	B+	36.1	118
525	female	Carolin	Castillo	4/23/2008	9	O+	27.1	129
526	male	Gérard	Mireault	10/12/2013	4	B-	16.4	108
527	male	Ravil	Aksakov	7/4/2000	17	B+	72.6	175
528	male	Zinovy	Evdokimov	3/23/2010	7	A+	25.1	122
529	female	Maria	Lawrence	6/5/2010	7	AB+	28.8	123
530	female	Gloria	Anderson	2/2/2008	9	B+	34.9	136
531	female	Madelyn	Rose	11/30/2007	10	B+	42.5	131
532	female	Stephanie	James	10/18/2005	12	B+	39.9	152
533	male	Alexander	Holden	4/14/2001	16	O+	72	165
534	male	Isaac	Austin	5/23/2006	11	A+	46.7	149
535	female	Freya	Fry	8/30/2003	14	A-	68.5	161
536	male	Soren	Favreau	8/20/2002	15	A+	50.7	180
537	male	Rodion	Zhdanov	11/3/2008	9	B+	33.7	129
538	female	Isabella	Cooper	5/31/2000	17	B+	70.9	171
539	male	Jay	Nelson	3/18/2001	16	A+	59.4	180
540	female	Jacqueline	Elrod	12/5/2013	4	O+	16.5	103
541	female	Galina	Zubareva	7/11/2014	3	A+	12.7	94
542	male	Satordi	Cotuand	12/10/2005	12	B+	48.7	156
543	female	Jasmine	Coles	6/29/2005	12	A+	57.3	160
544	male	Raymond	Tharp	9/6/2005	12	A+	42.6	142
545	female	Emma	Fokina	8/21/2002	15	AB+	44.1	172
546	female	June	Webb	8/28/2017	0	O+	2.3	45
547	female	Caitlin	Fitzgerald	8/22/2007	10	O+	44.2	129
548	male	Dominic	Mistry	12/31/2016	1	O+	9.3	75
549	male	Édouard	Laboissonnière	4/24/2007	10	B+	31.5	135
550	female	Demi	Donnelly	6/12/2008	9	A+	41.8	131
551	female	Marie	Price	8/23/2016	1	O+	7.6	72
552	male	Lucas	Porter	7/12/2014	3	O+	13.9	88
553	male	Hleb	Uspensky	8/14/2002	15	A+	67.3	165
554	female	Jean	Park	7/31/2003	14	A+	71.5	171
555	female	Maddison	Price	5/11/2010	7	A-	31.7	116
556	male	Roman	Yevdokimov	4/16/2011	6	B+	25.7	106
557	female	Marveille	Mailloux	9/1/2017	0	B+	3	53
558	male	Étienne	Dubeau	5/24/2011	6	AB+	27.7	112
559	male	Nikita	Kalinin	7/28/2015	2	O-	15.4	83
560	female	Amarante	Laramée	10/25/2004	13	B+	49.2	148
561	male	Freddie	King	3/29/2015	2	A-	15.5	87
562	female	Kate	Fowler	4/10/2005	12	A+	44.5	144
563	female	Holly	Warren	9/4/2008	9	A+	37.8	143
564	male	Jayden	Hammond	12/21/2008	9	O+	40.7	135
565	female	Elizabeth	Lucey	3/5/2003	14	B-	72.4	161
566	female	Nick	Tikhonova	11/2/2000	17	B+	44.7	156
567	male	Toby	Shepherd	12/30/2000	17	A+	61.3	166
568	male	Tearlach	CinqMars	8/25/2005	12	A+	44.3	164
569	male	Bailey	Carpenter	3/3/2013	4	A+	18.1	104
570	female	Carolyn	Barnes	10/22/2005	12	B+	60.8	147
571	male	Jude	Cook	3/26/2003	14	A+	39	172
572	male	Porter	Ailleboust	8/15/2013	4	B+	14.9	109
573	female	Lina	Avdeeva	11/15/2017	0	O+	4.8	46
574	male	Gaspar	Fongemie	1/27/2013	4	O-	15	103
575	male	Joe	Hussain	5/8/2016	1	A+	8.5	71
576	female	Clarimunda	Trottier	11/21/2008	9	B+	30.4	128
577	male	Charlie	Crawford	2/14/2014	3	A+	11.7	91
578	female	Sabine	Alexeeva	3/22/2012	5	O+	16.8	102
579	male	Liam	Hargreaves	7/18/2002	15	O+	77.1	171
580	male	Lester	Jones	5/18/2009	8	A+	25.2	138
581	male	Corey	Wong	9/28/2001	16	O+	45.1	176
582	female	Glenda	Connors	12/31/2016	1	A+	10.8	77
583	male	Edward	Morley	12/27/2000	17	A+	84.4	181
584	male	Keith	McCormick	9/18/2009	8	A+	24.5	123
585	female	Lola	Woods	3/24/2002	15	A+	45.3	150
586	female	Isabelle	Parkes	7/27/2016	1	A+	10.7	71
587	male	Germain	René	4/14/2016	1	A+	10.7	74
588	male	André	Lamour	7/25/2002	15	B+	69.1	181
589	male	Trofim	Zaitsev	12/2/2002	15	AB+	52.4	163
590	male	Searlas	Desjardins	12/20/2015	2	O+	12.5	80
591	male	Andrew	Pearson	9/10/2012	5	A+	15.3	112
592	male	Nicholas	Weston	6/6/2014	3	O-	16.9	94
593	female	Mary	Matlock	6/24/2004	13	A+	72.2	164
594	male	Harvey	Walker	12/6/2009	8	A+	36.5	139
595	female	Dinar	Yermakova	9/30/2004	13	B+	34.4	157
596	male	Hardouin	Grandpré	5/5/2016	1	AB+	12.8	73
597	female	Wanita	Williams	4/24/2010	7	O+	21.9	129
598	female	Greta	Cherkasova	3/4/2006	11	O+	28.8	142
599	female	Abbie	Brooks	6/11/2017	0	O-	3	45
600	female	Madeleine	Andrews	9/4/2016	1	O+	11.1	70
601	female	Melanie	Weldon	11/5/2016	1	O+	10.4	69
602	female	Paige	Rhodes	1/23/2007	10	B+	32	130
603	male	Paul	Hummel	3/4/2004	13	AB+	54.4	160
604	female	Carolyn	Brown	8/15/2008	9	O-	26.6	135
605	male	Evan	Harris	11/4/2014	3	B+	11.3	99
606	female	Lauren	Blomberg	5/15/2017	0	O+	4.2	52
607	female	Matilda	Naylor	2/19/2002	15	A+	39.4	160
608	female	Olga	Aleksandrova	10/31/2001	16	B+	67.7	151
609	female	Natalie	Patry	10/20/2000	17	B+	54.1	171
610	female	Jenae	Heffron	7/1/2017	0	O+	4.6	54
611	male	Pinabel	Ruest	10/7/2014	3	B+	13.7	100
612	female	Eva	Pavlova	10/11/2008	9	A+	27.1	139
613	female	Hedwig	Golubova	12/8/2009	8	O+	38.4	119
614	male	Ted	Craft	2/18/2006	11	AB+	41.8	148
615	male	Ryan	Pritchard	9/6/2008	9	O+	23.3	146
616	male	Alejandro	Young	11/28/2004	13	B+	38.1	168
617	female	Jacqueline	Tétrault	4/14/2017	0	B+	5	46
618	female	Rachel	Bell	5/16/2007	10	AB+	52	145
619	female	Babette	Petrie	8/8/2007	10	B+	26.1	130
620	male	Octave	Roussel	4/4/2013	4	B+	21.8	95
621	female	Ella	McKenzie	3/8/2015	2	B+	15.9	78
622	female	Maureen	Langley	4/6/2007	10	A-	48.8	149
623	female	Kelly	Berg	4/28/2017	0	B+	3.4	50
624	male	Eric	Kimball	11/19/2003	14	B+	43.5	165
625	female	Harriet	Chan	4/20/2003	14	A-	74.7	159
626	female	Emily	Wallis	4/4/2012	5	A+	14	104
627	male	Bruce	Escobedo	12/26/2005	12	O+	52.5	164
628	female	Imogene	Taylor	7/20/2013	4	B+	17.6	95
629	male	William	Lentz	11/2/2015	2	AB+	15.3	93
630	male	Rudolph	Ignatyev	1/20/2007	11	B+	45	147
631	female	Marie	Langelier	10/26/2016	1	O+	11.4	79
632	female	Lucy	Black	1/14/2002	16	O+	77.8	162
633	male	Jeffrey	Shepard	11/2/2009	8	A+	24.8	135
634	female	Elizabeth	Hammond	11/22/2005	12	B+	44.7	154
635	female	Maya	Vaguine	7/28/2015	2	O+	14.2	87
636	male	Mstislav	Abramovich	2/27/2009	8	B+	31.1	128
637	male	Florus	Alexandre	3/25/2017	0	B+	2.6	53
638	male	Ruben	Uspensky	3/27/2002	15	AB+	72.6	171
639	female	Fatima	Panina	5/5/2009	8	A-	34.3	129
640	female	Renee	Gaylor	8/8/2007	10	A+	37.6	144
641	female	Alexandra	Anderson	1/25/2009	8	O-	30	131
642	female	Alexandra	Howarth	7/16/2013	4	O+	17.6	104
643	female	Miroslav	Afanasyeva	5/17/2006	11	A+	58.9	153
644	male	Peter	Ponomarev	1/30/2012	5	A+	18.8	100
645	male	Richard	Lawson	4/2/2010	7	A-	19	112
646	male	Anatoly	Sokolov	2/15/2017	0	O+	2.5	46
647	female	Eve	Henderson	8/6/2013	4	O+	21.7	110
648	female	Zara	Yefimova	1/27/2017	0	B+	2.1	46
649	male	Felicien	Couture	1/10/2005	13	O+	32.8	158
650	male	Larry	Heath	4/30/2002	15	O+	64.1	157
651	male	Samuel	Boyle	12/31/2000	17	B+	90.9	173
652	female	Xavierre	Laframboise	10/4/2017	0	B+	2.5	53
653	female	Lucia	Bazarova	12/17/2015	2	A-	12.9	87
654	female	Slainie	Champagne	6/13/2010	7	O+	28.6	125
655	male	Zerbino	Pellerin	10/25/2004	13	O+	47.2	171
656	male	Satordi	Dumoulin	5/5/2003	14	O+	73.4	160
657	female	Lucy	Stephens	4/14/2001	16	O+	84.2	165
658	male	Noah	Jarvis	6/23/2002	15	O+	48.5	184
659	female	Fabienne	Bourassa	1/23/2007	10	A+	49.1	135
660	male	Anthony	Labrie	6/19/2008	9	O+	26.2	141
661	male	Kuzma	Gorbunov	6/6/2015	2	A+	13.8	92
662	female	Bessie	Small	5/30/2011	6	B+	22.8	107
663	male	Millard	LaCaille	7/4/2014	3	A+	11.1	102
664	female	Catherine	Kazakova	6/18/2012	5	B+	14.4	104
665	male	Pierre	Corbin	7/15/2006	11	AB+	35.2	131
666	male	David	Han	12/3/2010	7	A+	29	127
667	male	Sam	Herbert	7/16/2012	5	B+	24.2	115
668	male	John	Velez	1/23/2016	1	B+	11.3	72
669	male	Vsevolod	Matveyev	1/2/2006	12	A+	55.3	154
670	female	Rice	Kazakova	3/5/2010	7	O-	25.5	122
671	male	Marc	Mercure	12/21/2008	9	A-	25.8	123
672	female	Paige	Sauvé	4/11/2005	12	AB+	49.2	139
673	male	Manville	Artois	3/5/2017	0	A+	3.8	45
674	female	Isabelle	Dodd	10/22/2005	12	O+	48.6	137
675	male	Martin	Garrity	4/19/2000	17	O-	53.8	182
676	male	Timothy	Snyder	9/24/2006	11	A+	54.6	137
677	male	Kian	Patterson	11/27/2012	5	A+	22.3	115
678	female	Faina	Ignatyeva	12/28/2009	8	AB+	23	131
679	female	Gaetane	Parrot	10/23/2008	9	B+	27.2	140
680	female	Lucy	Murphy	12/1/2001	16	A+	74.6	166
681	female	Catherine	Coleman	1/15/2005	13	B+	36.1	169
682	female	Cher	Quenneville	2/26/2007	10	O+	30.6	140
683	male	Gerasimos	Korovin	3/3/2011	6	B+	17.4	119
684	female	Laurette	Bonneville	3/1/2008	9	A+	26.2	143
685	female	Gracie	Leach	6/14/2002	15	O+	72.1	152
686	male	Harbin	Marois	7/4/2010	7	B-	24.1	112
687	male	Jack	Sykes	11/4/2008	9	O+	26.6	135
688	female	Lillie	Rodriquez	4/18/2003	14	B+	69.7	149
689	male	Karel	Laurent	2/23/2000	17	O+	80.2	164
690	female	Yuna	Golubova	4/23/2013	4	A+	13.4	104
691	male	Norris	St-Jacques	9/27/2016	1	B+	10.1	80
692	male	Yaroslav	Avdeev	10/15/2007	10	B+	37.9	141
693	male	Peter	Wood	5/30/2013	4	B+	17.2	95
694	female	Valeria	Kolesnikova	3/24/2017	0	O+	2	53
695	female	Clémence	Dagenais	1/3/2009	9	B+	40.1	133
696	female	Angelina	Afanasyeva	8/12/2006	11	A-	47.6	141
697	female	Joy	Jones	10/2/2010	7	B-	19.2	125
698	male	Julius	Yefremov	3/23/2005	12	A-	49	157
699	female	Jeannine	Chatigny	11/30/2010	7	A+	23.8	120
700	female	Margaret	Grisham	3/28/2008	9	O+	27	135
701	female	Tegan	Watkins	2/20/2017	0	B+	3.3	54
702	male	Percy	Pirouet	9/4/2008	9	B+	40.5	124
703	female	Creissant	Thériault	3/22/2014	3	A-	11.6	94
704	female	Renee	Neal	9/29/2000	17	AB+	65.3	162
705	male	Verney	Marseau	8/24/2000	17	O-	55.1	175
706	male	Avdei	Vagin	4/7/2003	14	O+	53.9	158
707	female	Trinette	Noël	7/21/2004	13	O+	58.5	164
708	male	Randy	Perron	12/26/2003	14	AB+	69.3	160
709	male	Eric	Sproles	12/30/2000	17	O+	92.5	188
710	female	Yvonne	Rush	7/17/2017	0	AB+	4.4	47
711	male	Dominique	Vinogradov	10/29/2004	13	O+	32.2	161
712	male	James	Garner	2/28/2006	11	B+	43.9	147
713	male	Brian	Fauntleroy	12/4/2009	8	B+	34.4	137
714	male	Phillip	Baxter	11/24/2011	6	O+	18.7	111
715	female	Tia	Simpson	7/9/2008	9	A+	24.6	133
716	male	William	Tracy	7/18/2008	9	O+	42.2	140
717	female	Édith	Bergeron	5/28/2017	0	AB+	4.8	53
718	male	Vladislav	Zuev	3/29/2014	3	A+	11.3	97
719	female	Praskovya	Borodina	7/27/2008	9	O+	33.1	134
720	male	Wayne	Brown	11/15/2015	2	A+	13.8	88
721	female	Angela	Chesnokova	4/23/2006	11	A+	28.9	158
722	female	Janice	Torrence	4/10/2009	8	AB+	32.5	135
723	female	Libby	French	6/4/2010	7	B+	25.6	117
724	male	Dominic	Foster	2/25/2007	10	B+	48	151
725	female	Valentine	Beausoleil	12/7/2004	13	O+	61.8	159
726	male	Dmitry	Alexeeva	5/10/2007	10	B+	33.7	152
727	male	Charles	Cowan	12/12/2010	7	O+	19.6	121
728	male	Nail	Vinogradov	3/26/2009	8	O-	31.4	122
729	male	Ivan	Kudryashov	10/13/2007	10	O+	35.6	135
730	female	Pamela	Montoya	3/26/2000	17	A+	74.2	154
731	female	Elise	Weston	5/23/2006	11	A+	53.8	149
732	female	Irina	Andreyeva	3/17/2003	14	A+	37.7	160
733	male	Aidan	Sims	7/10/2012	5	AB+	22.4	105
734	male	Sidor	Gavrilov	7/7/2009	8	O-	24.1	133
735	male	Zak	Banks	8/29/2017	0	B-	4.3	53
736	female	Oksana	Denisova	5/23/2014	3	O+	16.8	87
737	female	Alice	Conway	3/2/2003	14	B+	42.5	155
738	male	Gustave	Petit	10/24/2006	11	B+	38	133
739	female	Dean	Kuznetsova	3/17/2006	11	A+	27.1	140
740	female	Cher	Pépin	4/19/2010	7	B+	18.4	113
741	female	Nina	Reger	3/9/2007	10	O+	39.4	130
742	male	Morgan	Ingram	11/24/2013	4	B+	15.7	110
743	female	Alexandra	Carey	11/19/2005	12	AB+	48.7	153
744	male	Kuzma	Matveyev	3/14/2010	7	O+	19.2	116
745	female	Natasha	Walters	8/4/2013	4	O+	15.6	103
746	male	Laurent	Marleau	6/21/2016	1	AB+	10.4	72
747	male	Johnny	Bryan	8/10/2008	9	B+	39.5	141
748	female	Olivia	Riley	1/12/2008	10	O+	46.7	126
749	female	Elizabeth	Pavlova	5/29/2013	4	O-	17.3	107
750	female	Apollinaris	Efremova	3/3/2007	10	A+	50	131
751	female	Amelie	Dennis	10/4/2000	17	A-	85.9	160
752	male	Soren	Labrosse	7/12/2006	11	AB+	27.8	145
753	male	Ilya	Galkin	10/23/2009	8	O+	28.7	131
754	male	Sidney	Dagenais	9/20/2011	6	B+	18.5	108
755	female	Eva	Brown	1/10/2015	3	B+	11.9	99
756	male	Alexandre	Charette	12/28/2005	12	O+	46.6	144
757	male	Marat	Vassiliev	12/20/2001	16	B+	63.9	167
758	female	Fusberta	Bouvier	3/9/2009	8	B+	21.1	127
759	male	Oliver	Savard	11/29/2017	0	A+	3	50
760	female	Demi	Martineau	12/19/2010	7	O+	29.4	126
761	female	Ida	Vorobyova	10/9/2005	12	O+	63	165
762	female	Hortense	Meunier	7/28/2007	10	A+	41	142
763	male	Jack	Blood	3/27/2017	0	O+	3.1	46
764	male	Peter	Bogolyubov	12/28/2005	12	O+	31.8	162
765	male	Brigliador	Adler	7/18/2002	15	O+	77.6	155
766	male	James	Arends	4/19/2003	14	A+	41.9	177
767	male	Gaspar	Guernon	9/17/2014	3	O+	16.6	95
768	female	Zoé	Hervé	6/6/2000	17	AB+	69.4	167
769	male	Karel	Doucet	5/11/2013	4	O-	19.7	102
770	male	Emelyan	Blokhin	4/19/2013	4	B+	14.3	108
771	female	Blondelle	Longpré	2/4/2000	17	A+	64.1	168
772	male	Ravil	Aksyonov	7/9/2009	8	O+	32.6	127
773	male	Manville	Quinn	3/31/2004	13	B+	48.4	164
774	male	Vlad	Zubarev	3/19/2008	9	O+	25	135
775	male	Jay	Robillard	2/26/2016	1	A+	11.9	78
776	female	Bonnie	Fournier	1/6/2005	13	O-	33.7	160
777	female	Alicia	Ingram	12/8/2014	3	B+	17.3	94
778	female	Rachel	Kirillova	4/16/2007	10	O+	50	136
779	female	Robinette	Grondin	5/15/2017	0	O+	2.8	54
780	male	Jarred	Phillips	1/10/2006	12	A+	36.9	164
781	male	Hayden	Gould	2/5/2017	0	A+	3	49
782	male	Stuart	Griffith	6/22/2011	6	O+	16.5	116
783	male	Evan	Fitzgerald	11/11/2012	5	O+	15	107
784	female	Asya	Balashova	6/4/2015	2	A+	9.3	83
785	male	Isaiah	Abramovich	7/24/2011	6	B+	24.1	116
786	female	Matilda	Durand	1/14/2002	16	O+	66	171
787	female	Maryann	Brown	4/27/2012	5	A-	19.8	101
788	male	Isaac	Alekseeva	4/3/2015	2	A+	15.1	87
789	male	Kevin	Nguyen	12/5/2007	10	B+	31.1	147
790	male	Archie	Davis	2/27/2003	14	O+	54.1	176
791	female	Fleurette	Proulx	3/3/2003	14	O+	43.6	166
792	female	Louise	Sanchez	7/14/2015	2	O+	12.6	90
793	male	Kevin	Fitzhugh	8/5/2014	3	O+	15.4	93
794	male	Cyril	Ponomaryov	10/18/2012	5	O+	18.9	102
795	female	Betty	Anderson	4/21/2010	7	A+	31.3	117
796	male	Marmion	Legault	10/16/2003	14	O+	60	161
797	female	Jacqueline	Cullins	6/10/2005	12	O+	39.3	142
798	male	Elisha	Kalinin	4/13/2014	3	A+	16.6	89
799	male	Harley	Holt	3/3/2010	7	A+	30.7	131
800	male	Valerie	Sergeyev	1/6/2011	7	AB+	23.7	128
801	female	Beatrice	Evan	2/16/2013	4	A+	12.2	94
802	female	Zoe	Gordon	8/15/2012	5	B+	18.3	102
803	female	Paige	Dobson	7/21/2005	12	A+	64.4	158
804	female	Elizabeth	Dubinina	8/16/2004	13	O+	33.6	169
805	female	Dielle	Moquin	12/6/2008	9	B+	29.4	136
806	male	Michael	Ferguson	12/26/2017	0	B+	4.2	46
807	male	Felix	Pillar	9/23/2013	4	B+	16.2	99
808	female	Isabella	Hawkins	2/14/2011	6	A+	28.5	125
809	female	Faye	Lemieux	11/27/2010	7	O+	29.1	117
810	female	Claudia	Bodrova	8/1/2010	7	O+	26.1	132
811	female	Océane	Brodeur	1/10/2005	13	O+	51.1	153
812	male	Bradley	Lee	5/14/2013	4	A+	15.4	109
813	female	Eleanor	Webb	8/30/2005	12	B+	30.5	165
814	female	Creissant	Lalonde	12/17/2003	14	O+	65.1	173
815	male	Louie	Sanderson	1/2/2008	10	A-	41	131
816	female	Virginia	Kane	7/26/2015	2	B+	13.4	86
817	female	Evelyn	Shcherbakova	1/7/2004	14	A+	56.7	156
818	female	Erembourg	Cormier	10/8/2005	12	O-	48	147
819	female	Amarante	Poissonnier	1/8/2017	1	B+	11.3	80
820	female	Evelyn	Tretyakova	2/20/2010	7	AB+	30.7	124
821	female	Erembourg	Aubé	8/2/2001	16	O-	43.1	151
822	male	Ernest	Sedillo	11/14/2004	13	O+	58.6	168
823	female	Rosa	Chancellor	6/23/2015	2	AB+	11.7	84
824	female	Ruby	Simmons	2/16/2017	0	B+	2.3	49
825	female	Sienna	Holloway	11/4/2008	9	A+	28	125
826	female	Eva	French	12/4/2017	0	A+	3.7	48
827	female	Efimiya	Koltsova	1/19/2001	17	A+	70.7	164
828	female	Vanessa	Bykova	7/16/2014	3	A+	12.2	100
829	male	Benjamin	Stokes	9/21/2000	17	B+	52.9	186
830	female	Kiera	Pickering	9/10/2003	14	A+	73.5	161
831	female	Isabella	Roberts	4/17/2014	3	A-	13.5	93
832	female	Berangaria	Lamy	1/29/2001	16	O+	50.4	152
833	female	Tia	Stewart	5/17/2003	14	O+	46	159
834	male	Reece	Banks	4/2/2013	4	O-	18.8	96
835	male	Legget	Dastous	12/8/2003	14	A+	64.1	159
836	male	Tabor	Auclair	11/8/2000	17	B+	86	175
837	female	Pelagia	Bezrukova	10/21/2005	12	A+	36.3	137
838	female	Inessa	Ermakova	10/15/2013	4	B+	17.4	105
839	male	Daniel	Anderson	8/23/2010	7	O+	19.2	125
840	female	Geneva	Butler	2/23/2009	8	O+	38.5	138
841	female	Roux	Marceau	10/15/2016	1	B+	9.4	77
842	female	Jo	Caldwell	4/5/2009	8	O-	27.6	119
843	female	Margaret	Agafonova	7/13/2017	0	O+	3.3	47
844	female	Evelyn	Villarreal	1/8/2011	7	AB+	29.4	129
845	male	Ellis	Gould	9/3/2005	12	B+	39.5	138
846	female	Alice	Atkins	11/1/2008	9	AB+	33.2	129
847	female	Constance	Landry	10/18/2000	17	AB+	69.9	160
848	female	Dean	Shcherbakova	2/20/2011	6	O+	16	107
849	male	Joseph	Abeyta	12/31/2002	15	O-	59.2	182
850	male	Stepan	Uvarov	3/26/2005	12	O+	47.4	149
851	female	Milan	Lavrova	11/17/2014	3	B+	12.7	96
852	female	Jodie	Reeves	5/7/2006	11	A-	43.6	140
853	male	Brandon	Mills	6/25/2004	13	O+	60.6	155
854	female	Sue	Miller	11/8/2009	8	O+	28.5	125
855	male	Edward	Johnson	7/14/2007	10	O+	42.3	151
856	female	Eva	Kulikova	4/12/2000	17	A+	56.8	161
857	female	Milena	Lazareva	1/3/2011	7	B+	29.3	123
858	male	Finley	Preston	1/27/2017	0	O+	4.4	55
859	female	Rachelle	Compagnon	9/12/2012	5	O+	24.4	99
860	male	Byron	Roy	8/1/2012	5	B+	15.3	103
861	male	Arnaud	Desaulniers	9/11/2002	15	A+	54.1	161
862	male	Kuzma	Averyanov	11/18/2012	5	B-	24.7	108
863	male	Paul	Landry	12/31/2014	3	A+	17	90
864	male	David	Norwood	5/5/2004	13	A+	48.4	142
865	male	Fernando	Roden	9/15/2013	4	B+	19.4	106
866	male	Yves	Doyon	3/2/2009	8	B+	22.7	122
867	male	Peter	Ingram	10/20/2004	13	O+	63.3	155
868	male	Romain	Vincent	9/5/2007	10	O+	39.8	137
869	female	Victoria	Lane	1/25/2006	11	O-	39.1	140
870	female	Freya	Lees	3/22/2002	15	A+	81.7	151
871	female	Florence	Charpentier	1/22/2001	16	A+	48.7	160
872	female	Flordelis	Givry	8/18/2015	2	O+	10.4	88
873	male	Andrew	Cooper	8/27/2004	13	A+	59.6	149
874	male	Muslim	Mironov	6/11/2011	6	B+	25.8	122
875	male	Senapus	Pelchat	8/30/2016	1	A+	9.6	80
876	female	Pamela	Rhodes	12/26/2007	10	O+	26.2	147
